"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Jan 17 10:23:29 UTC 2025","Fri Jan 17 10:23:44 UTC 2025","14977","chromium","login.spec.js","LoginPage Test Suite","","","verify_SecurityPolicyLink",""
