"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Mar 05 11:07:18 UTC 2025","Wed Mar 05 11:07:19 UTC 2025","306","chromium","login.spec.js","LoginPage Test Suite","","","verify_SecurityPolicyLink",""
