"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 17 10:33:46 UTC 2025","Fri Jan 17 10:33:46 UTC 2025","243","chromium","login.spec.js","LoginPage Test Suite","","","verify_SecurityPolicyLink",""
